  ilv   flv            5K           10K           20K           30K           50K           80K          100K          150K          200K          300K
   77    27    7.8887E-13    5.0416E-13    3.4498E-13    3.0112E-13    2.8366E-13    2.9696E-13    3.1218E-13    3.5342E-13    3.9224E-13    4.5858E-13
   77    28    2.0420E-12    1.7830E-12    1.6534E-12    1.7118E-12    1.9413E-12    2.3087E-12    2.5413E-12    3.0766E-12    3.5611E-12    4.4349E-12
   77    29    1.2254E-12    8.3408E-13    5.8955E-13    5.1591E-13    4.7832E-13    4.8354E-13    4.9803E-13    5.4755E-13    6.0477E-13    7.2344E-13
   77    30    8.0773E-13    5.0138E-13    3.1354E-13    2.5020E-13    2.0570E-13    1.9129E-13    1.9280E-13    2.1156E-13    2.4122E-13    3.2086E-13
   77    31    5.8667E-13    3.8658E-13    2.7270E-13    2.4253E-13    2.3427E-13    2.4980E-13    2.6445E-13    3.0529E-13    3.4886E-13    4.4140E-13
   77    32    1.0066E-12    6.3255E-13    4.1810E-13    3.5577E-13    3.2550E-13    3.3207E-13    3.4413E-13    3.7848E-13    4.1175E-13    4.6985E-13
   77    33    1.4845E-12    1.0624E-12    8.0345E-13    7.3404E-13    7.1840E-13    7.6098E-13    7.9831E-13    8.9282E-13    9.7942E-13    1.1254E-12
   77    34    5.1600E-13    3.1211E-13    2.0051E-13    1.7068E-13    1.6202E-13    1.7830E-13    1.9377E-13    2.3505E-13    2.7569E-13    3.5353E-13
   77    35    1.5645E-12    1.0741E-12    7.5865E-13    6.6347E-13    6.2956E-13    6.7284E-13    7.1404E-13    8.1487E-13    9.0387E-13    1.0572E-12
   77    36    1.5069E-12    1.1281E-12    9.3997E-13    9.4244E-13    1.0549E-12    1.2583E-12    1.3920E-12    1.7137E-12    2.0248E-12    2.6428E-12
   77    37    1.1105E-12    7.0754E-13    4.5194E-13    3.6434E-13    3.0302E-13    2.8346E-13    2.8531E-13    3.0783E-13    3.3980E-13    4.0985E-13
   77    38    1.6354E-12    1.1574E-12    8.7602E-13    8.0880E-13    8.1573E-13    9.0617E-13    9.7969E-13    1.1721E-12    1.3603E-12    1.7067E-12
   77    39    1.7580E-12    1.2148E-12    8.6190E-13    7.4981E-13    6.9296E-13    7.1062E-13    7.3948E-13    8.2262E-13    9.0667E-13    1.0707E-12
   77    40    6.6410E-13    4.4952E-13    3.1860E-13    2.8114E-13    2.6768E-13    2.8406E-13    3.0205E-13    3.5500E-13    4.1208E-13    5.3098E-13
   77    41    1.4251E-12    9.7239E-13    6.8679E-13    6.0106E-13    5.6504E-13    5.9020E-13    6.1950E-13    7.0155E-13    7.8612E-13    9.5808E-13
   77    42    1.1114E-12    7.1763E-13    4.7382E-13    3.9488E-13    3.4796E-13    3.4581E-13    3.5688E-13    3.9638E-13    4.4049E-13    5.2948E-13
   77    43    5.9388E-13    3.7306E-13    2.4631E-13    2.1376E-13    2.1022E-13    2.4187E-13    2.6889E-13    3.3727E-13    3.9948E-13    5.0339E-13
   77    44    1.9051E-12    1.2685E-12    8.7189E-13    7.4562E-13    6.7674E-13    6.8775E-13    7.1557E-13    8.0071E-13    8.8730E-13    1.0476E-12
   77    45    1.6692E-12    1.1679E-12    8.5618E-13    7.6448E-13    7.2633E-13    7.5199E-13    7.8374E-13    8.7699E-13    9.7320E-13    1.1526E-12
   77    46    1.2810E-12    8.3275E-13    5.3493E-13    4.2557E-13    3.4056E-13    3.0182E-13    2.9519E-13    3.0495E-13    3.3427E-13    4.2865E-13
   77    47    1.3217E-12    8.7945E-13    5.8788E-13    4.8724E-13    4.1995E-13    4.0414E-13    4.0968E-13    4.3811E-13    4.7069E-13    5.3207E-13
   77    48    1.2142E-12    7.8961E-13    5.1311E-13    4.1975E-13    3.6445E-13    3.6711E-13    3.8516E-13    4.4674E-13    5.1763E-13    6.7738E-13
   77    49    7.3749E-13    5.1842E-13    3.8527E-13    3.4830E-13    3.3698E-13    3.5381E-13    3.7058E-13    4.1804E-13    4.6765E-13    5.6514E-13
   77    50    1.5765E-12    1.0325E-12    7.0739E-13    6.1791E-13    5.9476E-13    6.4342E-13    6.8588E-13    7.8746E-13    8.7019E-13    9.8134E-13
   77    51    3.4699E-12    3.0368E-12    2.6603E-12    2.5669E-12    2.6014E-12    2.7348E-12    2.8161E-12    2.9746E-12    3.0898E-12    3.2534E-12
   77    52    5.8691E-13    3.7290E-13    2.4637E-13    2.1366E-13    2.1047E-13    2.4162E-13    2.6805E-13    3.3658E-13    4.0265E-13    5.2545E-13
   77    53    1.6040E-12    1.0875E-12    7.7203E-13    6.7850E-13    6.3619E-13    6.5437E-13    6.8086E-13    7.6146E-13    8.4684E-13    1.0114E-12
   77    54    1.6200E-12    1.0871E-12    7.4527E-13    6.3435E-13    5.7420E-13    5.8526E-13    6.1105E-13    6.8979E-13    7.6966E-13    9.1667E-13
   77    55    3.0564E-12    2.6062E-12    2.2218E-12    2.1399E-12    2.2150E-12    2.4227E-12    2.5562E-12    2.8418E-12    3.0685E-12    3.4003E-12
   77    56    1.6817E-12    1.1066E-12    7.4543E-13    6.4853E-13    6.3786E-13    7.1561E-13    7.7461E-13    9.0646E-13    1.0102E-12    1.1523E-12
   77    57    1.2399E-12    8.5542E-13    5.8120E-13    4.8325E-13    4.1807E-13    4.0610E-13    4.1621E-13    4.6426E-13    5.2580E-13    6.6284E-13
   77    58    1.3613E-12    9.6058E-13    6.5760E-13    5.3783E-13    4.3984E-13    3.9035E-13    3.7910E-13    3.8009E-13    3.9949E-13    4.5752E-13
   77    59    1.1181E-12    7.7740E-13    5.2665E-13    4.3489E-13    3.7090E-13    3.5403E-13    3.5926E-13    3.9153E-13    4.3319E-13    5.1994E-13
   77    60    6.7958E-13    4.5991E-13    3.3059E-13    2.9961E-13    3.0220E-13    3.4075E-13    3.7221E-13    4.5757E-13    5.4670E-13    7.2911E-13
   77    61    1.3020E-12    8.8896E-13    6.0592E-13    5.1480E-13    4.7218E-13    4.9648E-13    5.3049E-13    6.3499E-13    7.4600E-13    9.5994E-13
   77    62    1.2945E-12    9.1819E-13    6.5632E-13    5.7246E-13    5.3143E-13    5.4171E-13    5.6064E-13    6.1992E-13    6.8414E-13    8.1197E-13
   77    63    5.3404E-13    3.5924E-13    2.4031E-13    2.0527E-13    1.9506E-13    2.1604E-13    2.3698E-13    2.9787E-13    3.6505E-13    5.1549E-13
   77    64    1.8339E-12    1.2134E-12    8.0259E-13    6.7690E-13    6.3030E-13    6.7942E-13    7.2815E-13    8.5167E-13    9.6419E-13    1.1580E-12
   77    65    2.9245E-12    2.4174E-12    1.9892E-12    1.8625E-12    1.8764E-12    2.0520E-12    2.1850E-12    2.4989E-12    2.7677E-12    3.1828E-12
   77    66    1.1225E-12    8.2195E-13    5.8019E-13    4.9191E-13    4.3572E-13    4.2744E-13    4.3648E-13    4.7480E-13    5.1908E-13    6.0253E-13
   77    67    8.6839E-13    6.3251E-13    4.2610E-13    3.4265E-13    2.7946E-13    2.5901E-13    2.6238E-13    2.9369E-13    3.3943E-13    4.4875E-13
   77    68    1.2943E-12    9.7553E-13    7.0198E-13    5.8920E-13    4.9798E-13    4.5402E-13    4.4509E-13    4.5156E-13    4.7974E-13    5.7183E-13
   77    69    2.6019E-12    2.1014E-12    1.6236E-12    1.4376E-12    1.3494E-12    1.4173E-12    1.4984E-12    1.7243E-12    1.9429E-12    2.3194E-12
   77    70    1.6986E-12    1.1927E-12    8.0812E-13    6.7442E-13    6.0867E-13    6.4309E-13    6.8845E-13    8.1379E-13    9.3573E-13    1.1636E-12
   77    71    5.5625E-13    4.1878E-13    3.2304E-13    3.0154E-13    3.1047E-13    3.4689E-13    3.7237E-13    4.3380E-13    4.9185E-13    5.9910E-13
   77    72    1.0027E-12    7.4120E-13    5.2359E-13    4.4868E-13    4.1236E-13    4.2701E-13    4.4865E-13    5.1422E-13    5.8521E-13    7.3176E-13
   77    73    8.9009E-13    6.5432E-13    4.5627E-13    3.9104E-13    3.7053E-13    4.1074E-13    4.5134E-13    5.6787E-13    6.8911E-13    9.2215E-13
   77    74    3.8879E-13    2.8405E-13    1.9486E-13    1.6745E-13    1.6381E-13    1.9212E-13    2.1795E-13    2.9161E-13    3.7180E-13    5.4740E-13
   77    75    1.1648E-12    9.4210E-13    6.7784E-13    5.6994E-13    5.1001E-13    5.3656E-13    5.7733E-13    6.9553E-13    8.1088E-13    1.0148E-12
   77    76    1.4062E-12    1.2658E-12    9.9970E-13    8.7263E-13    7.9151E-13    8.0922E-13    8.5149E-13    9.8929E-13    1.1381E-12    1.4241E-12
   78     1    8.9802E-15    3.7292E-15    1.5512E-15    9.8921E-16    7.0315E-16    7.3411E-16    8.3163E-16    1.1500E-15    1.5180E-15    2.4027E-15
   78     2    1.0756E-13    8.1069E-14    7.4342E-14    7.9411E-14    9.3600E-14    1.1424E-13    1.2751E-13    1.6168E-13    1.9932E-13    2.9063E-13
   78     3    1.0436E-13    5.8234E-14    3.5763E-14    2.9822E-14    2.6923E-14    2.7493E-14    2.8783E-14    3.3527E-14    4.0344E-14    6.2915E-14
   78     4    3.5832E-14    1.8083E-14    1.0059E-14    7.8890E-15    6.7860E-15    7.3860E-15    8.4179E-15    1.2097E-14    1.6783E-14    2.9164E-14
   78     5    5.0055E-13    4.0003E-13    3.4554E-13    3.4098E-13    3.5846E-13    3.9602E-13    4.2222E-13    4.8751E-13    5.5100E-13    6.7154E-13
   78     6    5.3664E-13    4.2321E-13    3.6296E-13    3.5885E-13    3.8141E-13    4.2937E-13    4.6313E-13    5.4800E-13    6.3166E-13    7.9575E-13
   78     7    8.0896E-14    4.4891E-14    2.7853E-14    2.3550E-14    2.2100E-14    2.4242E-14    2.6682E-14    3.4681E-14    4.4735E-14    7.1260E-14
   78     8    2.5516E-13    1.7675E-13    1.3763E-13    1.3155E-13    1.3774E-13    1.5703E-13    1.7217E-13    2.1395E-13    2.5904E-13    3.5658E-13
   78     9    1.3358E-13    7.5703E-14    4.6992E-14    3.9365E-14    3.6190E-14    3.8744E-14    4.2162E-14    5.3835E-14    6.9011E-14    1.1182E-13
   78    10    6.1570E-13    4.7607E-13    3.9896E-13    3.8737E-13    4.0032E-13    4.3497E-13    4.5912E-13    5.1824E-13    5.7587E-13    6.9088E-13
   78    11    2.9764E-13    1.6776E-13    1.0105E-13    8.2340E-14    7.2614E-14    7.3835E-14    7.7568E-14    9.0469E-14    1.0623E-13    1.4528E-13
   78    12    4.0995E-13    2.9506E-13    2.3597E-13    2.2771E-13    2.4131E-13    2.7908E-13    3.0726E-13    3.7941E-13    4.5149E-13    5.9789E-13
   78    13    4.5612E-13    3.0440E-13    2.2423E-13    2.0789E-13    2.1350E-13    2.4337E-13    2.6709E-13    3.3098E-13    3.9958E-13    5.5551E-13
   78    14    2.4834E-13    1.5522E-13    1.0747E-13    9.5237E-14    9.0152E-14    9.1959E-14    9.4411E-14    1.0181E-13    1.1110E-13    1.3777E-13
   78    15    2.3551E-13    1.4093E-13    9.2803E-14    8.0260E-14    7.5703E-14    8.0973E-14    8.6803E-14    1.0356E-13    1.2065E-13    1.5234E-13
   78    16    5.1691E-13    3.2953E-13    2.2889E-13    2.0222E-13    1.9258E-13    2.0319E-13    2.1460E-13    2.4674E-13    2.8033E-13    3.5020E-13
   78    17    4.8008E-13    3.0697E-13    2.1697E-13    1.9344E-13    1.8386E-13    1.8889E-13    1.9525E-13    2.1374E-13    2.3303E-13    2.7043E-13
   78    18    8.6680E-13    6.4414E-13    5.1052E-13    4.7696E-13    4.7021E-13    4.9318E-13    5.1459E-13    5.7493E-13    6.3784E-13    7.6077E-13
   78    19    3.1201E-13    1.9125E-13    1.2613E-13    1.0852E-13    1.0163E-13    1.0733E-13    1.1402E-13    1.3463E-13    1.5935E-13    2.2274E-13
   78    20    5.5436E-13    3.9177E-13    3.0656E-13    2.9094E-13    2.9839E-13    3.2751E-13    3.4867E-13    3.9998E-13    4.4754E-13    5.3391E-13
   78    21    1.3315E-12    1.0203E-12    8.2284E-13    7.7237E-13    7.5846E-13    7.7821E-13    7.9700E-13    8.4935E-13    9.0322E-13    1.0040E-12
   78    22    5.8855E-13    3.8767E-13    2.8038E-13    2.5444E-13    2.4781E-13    2.5879E-13    2.6859E-13    2.9422E-13    3.1945E-13    3.6715E-13
   78    23    5.9514E-13    3.5908E-13    2.2270E-13    1.7972E-13    1.5234E-13    1.4655E-13    1.4969E-13    1.6663E-13    1.9029E-13    2.5093E-13
   78    24    4.5754E-13    2.9794E-13    2.1137E-13    1.9048E-13    1.8857E-13    2.0791E-13    2.2431E-13    2.6792E-13    3.1273E-13    4.0637E-13
   78    25    4.3006E-13    2.6121E-13    1.6933E-13    1.4505E-13    1.3793E-13    1.5061E-13    1.6287E-13    1.9673E-13    2.3204E-13    3.0499E-13
   78    26    7.9182E-13    5.0062E-13    3.4019E-13    2.9724E-13    2.8185E-13    2.9505E-13    3.0840E-13    3.4253E-13    3.7387E-13    4.2746E-13
   78    27    1.5458E-12    1.1729E-12    9.3336E-13    8.7265E-13    8.6332E-13    9.0357E-13    9.3647E-13    1.0180E-12    1.0928E-12    1.2202E-12
   78    28    1.2163E-12    8.2989E-13    5.8762E-13    5.1482E-13    4.7761E-13    4.8274E-13    4.9730E-13    5.4786E-13    6.0747E-13    7.3542E-13
   78    29    2.0553E-12    1.7831E-12    1.6475E-12    1.7032E-12    1.9279E-12    2.2919E-12    2.5247E-12    3.0661E-12    3.5608E-12    4.4602E-12
   78    30    8.5542E-13    5.4011E-13    3.4920E-13    2.8822E-13    2.5126E-13    2.4754E-13    2.5459E-13    2.8206E-13    3.1513E-13    3.9048E-13
   78    31    5.6242E-13    3.6995E-13    2.5883E-13    2.2737E-13    2.1591E-13    2.3058E-13    2.4649E-13    2.9167E-13    3.3762E-13    4.2483E-13
   78    32    1.5401E-12    1.1053E-12    8.3525E-13    7.6049E-13    7.3769E-13    7.7094E-13    8.0214E-13    8.8205E-13    9.5567E-13    1.0802E-12
   78    33    1.0055E-12    6.3070E-13    4.1486E-13    3.5069E-13    3.1758E-13    3.2226E-13    3.3433E-13    3.7226E-13    4.1341E-13    4.9837E-13
   78    34    5.5717E-13    3.5585E-13    2.5000E-13    2.2813E-13    2.3417E-13    2.6800E-13    2.9321E-13    3.5501E-13    4.1355E-13    5.2556E-13
   78    35    1.5091E-12    1.1341E-12    9.4722E-13    9.4886E-13    1.0586E-12    1.2609E-12    1.3960E-12    1.7246E-12    2.0423E-12    2.6645E-12
   78    36    1.5760E-12    1.0776E-12    7.5968E-13    6.6425E-13    6.3071E-13    6.7468E-13    7.1617E-13    8.1708E-13    9.0580E-13    1.0592E-12
   78    37    1.0473E-12    6.6091E-13    4.1691E-13    3.3136E-13    2.6853E-13    2.4407E-13    2.4225E-13    2.5693E-13    2.8618E-13    3.7382E-13
   78    38    1.7765E-12    1.2249E-12    8.6829E-13    7.5498E-13    6.9706E-13    7.1479E-13    7.4451E-13    8.3152E-13    9.2070E-13    1.0960E-12
   78    39    1.6382E-12    1.1627E-12    8.8040E-13    8.1053E-13    8.1143E-13    8.9339E-13    9.6179E-13    1.1412E-12    1.3140E-12    1.6220E-12
   78    40    6.7105E-13    4.6371E-13    3.3765E-13    3.0196E-13    2.8987E-13    3.0558E-13    3.2174E-13    3.6655E-13    4.1112E-13    4.9205E-13
   78    41    1.1942E-12    7.6693E-13    5.0802E-13    4.2638E-13    3.8103E-13    3.8444E-13    3.9867E-13    4.4166E-13    4.8387E-13    5.5927E-13
   78    42    1.3106E-12    8.8588E-13    6.1689E-13    5.3691E-13    5.0609E-13    5.3581E-13    5.6788E-13    6.5551E-13    7.4066E-13    8.9216E-13
   78    43    5.9831E-13    3.6703E-13    2.3317E-13    1.9598E-13    1.8352E-13    2.0184E-13    2.2108E-13    2.7700E-13    3.3773E-13    4.6991E-13
   78    44    1.6799E-12    1.1719E-12    8.5716E-13    7.6495E-13    7.2789E-13    7.6007E-13    7.9866E-13    9.1194E-13    1.0268E-12    1.2322E-12
   78    45    1.9054E-12    1.2678E-12    8.6978E-13    7.4204E-13    6.6960E-13    6.7475E-13    6.9896E-13    7.7641E-13    8.5623E-13    1.0025E-12
   78    46    1.3028E-12    8.5631E-13    5.5933E-13    4.5073E-13    3.6743E-13    3.3047E-13    3.2454E-13    3.3366E-13    3.5739E-13    4.1983E-13
   78    47    1.3709E-12    9.0921E-13    6.1313E-13    5.1508E-13    4.5839E-13    4.6121E-13    4.7875E-13    5.3530E-13    5.9494E-13    7.1097E-13
   78    48    1.2207E-12    8.0698E-13    5.3267E-13    4.3800E-13    3.7596E-13    3.6512E-13    3.7392E-13    4.1119E-13    4.5275E-13    5.2918E-13
   78    49    7.1086E-13    4.8126E-13    3.4446E-13    3.0828E-13    3.0286E-13    3.3358E-13    3.6075E-13    4.3383E-13    5.0690E-13    6.4689E-13
   78    50    3.4482E-12    3.0289E-12    2.6556E-12    2.5610E-12    2.5928E-12    2.7250E-12    2.8067E-12    2.9666E-12    3.0792E-12    3.2224E-12
   78    51    1.5791E-12    1.0326E-12    7.0707E-13    6.1752E-13    5.9443E-13    6.4311E-13    6.8537E-13    7.8544E-13    8.6536E-13    9.6837E-13
   78    52    6.2356E-13    3.9112E-13    2.5018E-13    2.0982E-13    1.9619E-13    2.1678E-13    2.3820E-13    2.9868E-13    3.6036E-13    4.7892E-13
   78    53    1.6447E-12    1.0984E-12    7.5096E-13    6.3892E-13    5.7976E-13    5.9457E-13    6.2343E-13    7.1104E-13    8.0090E-13    9.7000E-13
   78    54    1.5857E-12    1.0866E-12    7.7778E-13    6.8565E-13    6.4238E-13    6.5577E-13    6.7829E-13    7.4788E-13    8.2087E-13    9.5587E-13
   78    55    1.6767E-12    1.1050E-12    7.4550E-13    6.4917E-13    6.3913E-13    7.1717E-13    7.7600E-13    9.0659E-13    1.0083E-12    1.1449E-12
   78    56    3.0662E-12    2.6121E-12    2.2254E-12    2.1431E-12    2.2170E-12    2.4221E-12    2.5543E-12    2.8398E-12    3.0687E-12    3.4073E-12
   78    57    1.2503E-12    8.7189E-13    6.0225E-13    5.0541E-13    4.3880E-13    4.2178E-13    4.2827E-13    4.6703E-13    5.1743E-13    6.2255E-13
   78    58    1.3534E-12    9.3635E-13    6.3098E-13    5.1250E-13    4.1690E-13    3.7053E-13    3.6159E-13    3.6961E-13    3.9710E-13    4.7241E-13
   78    59    1.0658E-12    7.2788E-13    4.7243E-13    3.7625E-13    3.0798E-13    2.9283E-13    3.0170E-13    3.4549E-13    3.9959E-13    5.1418E-13
   78    60    7.2985E-13    5.1233E-13    3.8346E-13    3.5201E-13    3.5280E-13    3.8640E-13    4.1325E-13    4.8267E-13    5.5032E-13    6.7591E-13
   78    61    1.3174E-12    9.1879E-13    6.4804E-13    5.6195E-13    5.2034E-13    5.3417E-13    5.5659E-13    6.2661E-13    7.0631E-13    8.8869E-13
   78    62    1.2894E-12    8.8089E-13    5.9878E-13    5.0841E-13    4.6809E-13    4.9525E-13    5.2980E-13    6.3148E-13    7.3589E-13    9.3038E-13
   78    63    5.2463E-13    3.5005E-13    2.3257E-13    2.0013E-13    1.9577E-13    2.2526E-13    2.5142E-13    3.2361E-13    3.9925E-13    5.5652E-13
   78    64    2.9413E-12    2.4269E-12    1.9958E-12    1.8688E-12    1.8822E-12    2.0563E-12    2.1883E-12    2.5006E-12    2.7685E-12    3.1811E-12
   78    65    1.8312E-12    1.2112E-12    8.0323E-13    6.7949E-13    6.3476E-13    6.8453E-13    7.3348E-13    8.5779E-13    9.7096E-13    1.1638E-12
   78    66    1.0556E-12    7.6713E-13    5.3711E-13    4.5102E-13    3.9172E-13    3.7517E-13    3.7873E-13    4.0638E-13    4.4626E-13    5.4137E-13
   78    67    9.2544E-13    6.8564E-13    4.7844E-13    3.9851E-13    3.4200E-13    3.2591E-13    3.2985E-13    3.5986E-13    4.0350E-13    5.0857E-13
   78    68    1.3069E-12    9.9600E-13    7.2201E-13    6.0526E-13    5.0590E-13    4.5085E-13    4.3509E-13    4.2538E-13    4.3686E-13    4.8794E-13
   78    69    1.7073E-12    1.1955E-12    8.0755E-13    6.7324E-13    6.0714E-13    6.3986E-13    6.8315E-13    8.0184E-13    9.1728E-13    1.1367E-12
   78    70    2.6070E-12    2.1030E-12    1.6198E-12    1.4330E-12    1.3462E-12    1.4162E-12    1.4982E-12    1.7261E-12    1.9464E-12    2.3249E-12
   78    71    5.3630E-13    3.8721E-13    2.8348E-13    2.5972E-13    2.6993E-13    3.1470E-13    3.4756E-13    4.3047E-13    5.1424E-13    6.9060E-13
   78    72    8.9527E-13    6.6054E-13    4.6162E-13    3.9545E-13    3.7365E-13    4.1224E-13    4.5162E-13    5.6467E-13    6.8248E-13    9.0962E-13
   78    73    9.8548E-13    7.3984E-13    5.3402E-13    4.6448E-13    4.3366E-13    4.5056E-13    4.7183E-13    5.3481E-13    6.0343E-13    7.4774E-13
   78    74    3.9674E-13    2.9464E-13    2.0638E-13    1.7766E-13    1.6886E-13    1.8622E-13    2.0345E-13    2.5264E-13    3.0551E-13    4.1972E-13
   78    75    1.4031E-12    1.2679E-12    1.0034E-12    8.7597E-13    7.9341E-13    8.0898E-13    8.4995E-13    9.8437E-13    1.1296E-12    1.4091E-12
   78    76    1.1693E-12    9.4994E-13    6.8652E-13    5.7918E-13    5.2082E-13    5.4980E-13    5.9243E-13    7.1669E-13    8.3946E-13    1.0594E-12
   78    77    7.1555E-12    7.9722E-12    8.6361E-12    9.1536E-12    1.0009E-11    1.0905E-11    1.1348E-11    1.2155E-11    1.2713E-11    1.3434E-11
   79     1    1.6333E-14    8.4261E-15    5.0802E-15    4.5066E-15    4.8028E-15    5.8624E-15    6.5720E-15    8.1844E-15    9.7001E-15    1.2961E-14
   79     2    9.9856E-14    5.0117E-14    2.6129E-14    1.9923E-14    1.7300E-14    1.8700E-14    2.0492E-14    2.5677E-14    3.1167E-14    4.2847E-14
   79     3    2.1979E-13    1.2350E-13    7.5433E-14    6.3073E-14    5.8085E-14    6.1011E-14    6.4435E-14    7.3612E-14    8.2556E-14    9.9981E-14
   79     4    2.4395E-13    1.7167E-13    1.2737E-13    1.1177E-13    9.7902E-14    8.8081E-14    8.4077E-14    7.8074E-14    7.5240E-14    7.4068E-14
   79     5    9.3434E-14    5.3900E-14    3.6305E-14    3.3101E-14    3.4227E-14    3.9511E-14    4.3520E-14    5.3836E-14    6.4008E-14    8.3264E-14
   79     6    1.6184E-13    9.5282E-14    6.2973E-14    5.6275E-14    5.6905E-14    6.3391E-14    6.7987E-14    7.9611E-14    9.2121E-14    1.2180E-13
   79     7    3.2843E-13    2.2646E-13    1.7164E-13    1.5666E-13    1.4832E-13    1.4691E-13    1.4771E-13    1.5172E-13    1.5747E-13    1.7231E-13
   79     8    3.8872E-13    2.2060E-13    1.3558E-13    1.1415E-13    1.0762E-13    1.1704E-13    1.2614E-13    1.5201E-13    1.8179E-13    2.5784E-13
   79     9    4.5818E-13    3.0743E-13    2.2074E-13    1.9220E-13    1.6907E-13    1.5519E-13    1.5090E-13    1.4834E-13    1.5202E-13    1.6763E-13
   79    10    3.9319E-13    2.5605E-13    1.8997E-13    1.7588E-13    1.7175E-13    1.7506E-13    1.7941E-13    1.9614E-13    2.1880E-13    2.7390E-13
   79    11    6.9076E-13    4.2738E-13    2.7861E-13    2.3692E-13    2.1752E-13    2.2280E-13    2.3125E-13    2.5523E-13    2.7931E-13    3.2534E-13
   79    12    4.0939E-13    2.4541E-13    1.6151E-13    1.4067E-13    1.3356E-13    1.3791E-13    1.4244E-13    1.5604E-13    1.7272E-13    2.1480E-13
   79    13    3.2482E-13    1.9189E-13    1.3160E-13    1.2495E-13    1.4627E-13    1.9682E-13    2.3116E-13    3.0955E-13    3.7551E-13    4.7524E-13
   79    14    3.5382E-13    2.4728E-13    1.9617E-13    1.8796E-13    1.9281E-13    2.0770E-13    2.1685E-13    2.3493E-13    2.4856E-13    2.6985E-13
   79    15    6.4412E-13    3.9542E-13    2.6560E-13    2.3135E-13    2.1927E-13    2.3152E-13    2.4380E-13    2.7536E-13    3.0443E-13    3.5422E-13
   79    16    1.0207E-12    6.5962E-13    4.4564E-13    3.8645E-13    3.6272E-13    3.7857E-13    3.9832E-13    4.5992E-13    5.3120E-13    6.9329E-13
   79    17    5.7851E-13    3.7550E-13    2.6904E-13    2.4246E-13    2.3475E-13    2.4703E-13    2.5850E-13    2.8803E-13    3.1605E-13    3.6764E-13
   79    18    4.4316E-13    2.7839E-13    2.1070E-13    2.1445E-13    2.6030E-13    3.3855E-13    3.8598E-13    4.8588E-13    5.6513E-13    6.8331E-13
   79    19    5.6652E-13    3.4722E-13    2.2847E-13    1.9464E-13    1.7752E-13    1.8149E-13    1.9008E-13    2.1869E-13    2.5107E-13    3.1892E-13
   79    20    1.1853E-12    8.1411E-13    5.8959E-13    5.1680E-13    4.6656E-13    4.5613E-13    4.6611E-13    5.1724E-13    5.8452E-13    7.3068E-13
   79    21    8.6889E-13    5.7786E-13    4.4444E-13    4.4747E-13    5.2640E-13    6.5651E-13    7.3207E-13    8.8381E-13    9.9719E-13    1.1538E-12
   79    22    6.3266E-13    4.0245E-13    2.7999E-13    2.5006E-13    2.4694E-13    2.7294E-13    2.9408E-13    3.4606E-13    3.9374E-13    4.7961E-13
   79    23    1.7037E-12    1.1184E-12    7.7084E-13    6.6925E-13    6.1771E-13    6.2123E-13    6.3556E-13    6.8153E-13    7.3224E-13    8.3622E-13
   79    24    5.7676E-13    3.3070E-13    2.0523E-13    1.7567E-13    1.6949E-13    1.8280E-13    1.9340E-13    2.1937E-13    2.4447E-13    2.9438E-13
   79    25    1.5476E-12    1.0184E-12    7.1517E-13    6.3814E-13    6.3951E-13    7.3524E-13    8.1069E-13    9.9148E-13    1.1502E-12    1.4146E-12
   79    26    1.0667E-12    7.0982E-13    5.0035E-13    4.4492E-13    4.3205E-13    4.6622E-13    4.9715E-13    5.7951E-13    6.6131E-13    8.1901E-13
   79    27    8.9328E-13    6.1441E-13    5.0850E-13    5.3120E-13    6.3095E-13    7.7280E-13    8.5237E-13    1.0095E-12    1.1233E-12    1.2709E-12
   79    28    5.4650E-13    3.5473E-13    2.3775E-13    1.9636E-13    1.6269E-13    1.4512E-13    1.4107E-13    1.4142E-13    1.4862E-13    1.7177E-13
   79    29    3.4445E-13    2.0655E-13    1.3307E-13    1.1388E-13    1.0940E-13    1.2315E-13    1.3632E-13    1.7424E-13    2.1625E-13    3.1231E-13
   79    30    2.2892E-12    1.5890E-12    1.1312E-12    9.8192E-13    8.9469E-13    8.9765E-13    9.2737E-13    1.0357E-12    1.1642E-12    1.4458E-12
   79    31    1.3092E-12    9.0045E-13    6.7016E-13    6.1151E-13    5.9203E-13    6.0846E-13    6.2499E-13    6.6869E-13    7.1143E-13    7.9106E-13
   79    32    3.4991E-12    2.8516E-12    2.3094E-12    2.1166E-12    1.9782E-12    1.9084E-12    1.8886E-12    1.8792E-12    1.9021E-12    1.9931E-12
   79    33    1.2390E-12    7.8183E-13    5.4119E-13    4.8030E-13    4.6794E-13    5.0805E-13    5.4252E-13    6.3062E-13    7.1571E-13    8.7824E-13
   79    34    1.8327E-12    1.3164E-12    9.9658E-13    9.0193E-13    8.5929E-13    8.8322E-13    9.1601E-13    1.0130E-12    1.1109E-12    1.2866E-12
   79    35    5.0278E-13    3.0054E-13    1.9112E-13    1.5928E-13    1.4332E-13    1.5032E-13    1.6249E-13    2.0391E-13    2.5270E-13    3.6222E-13
   79    36    7.3858E-13    4.6022E-13    2.9894E-13    2.4537E-13    2.0719E-13    1.9387E-13    1.9399E-13    2.0521E-13    2.2361E-13    2.7139E-13
   79    37    2.6050E-12    1.7848E-12    1.3036E-12    1.1729E-12    1.1468E-12    1.2453E-12    1.3325E-12    1.5619E-12    1.7832E-12    2.1807E-12
